id,status,quantity,box__id,observation
627,COM,,627,planilla excel 2023
628,COM,,628,planilla excel 2023
629,COM,,629,planilla excel 2023
630,COM,,630,planilla excel 2023
631,COM,,631,planilla excel 2023
632,COM,,632,planilla excel 2023
633,COM,,633,planilla excel 2023
634,COM,,634,planilla excel 2023
635,COM,,635,planilla excel 2023
636,COM,,636,planilla excel 2023
637,COM,,637,planilla excel 2023
638,COM,,638,planilla excel 2023
639,COM,,639,planilla excel 2023
640,COM,,640,planilla excel 2023
641,COM,,641,planilla excel 2023
642,COM,,642,planilla excel 2023
643,COM,,643,planilla excel 2023
644,COM,,644,planilla excel 2023
645,COM,,645,planilla excel 2023
646,COM,,646,planilla excel 2023
647,COM,,647,planilla excel 2023
648,COM,,648,planilla excel 2023
649,COM,,649,planilla excel 2023
650,COM,,650,planilla excel 2023
651,COM,,651,planilla excel 2023
652,COM,,652,planilla excel 2023
653,COM,,653,planilla excel 2023
654,COM,,654,planilla excel 2023
655,COM,,655,planilla excel 2023
656,COM,,656,planilla excel 2023
657,COM,,657,planilla excel 2023
658,COM,,658,planilla excel 2023
659,COM,,659,planilla excel 2023
660,COM,,660,planilla excel 2023
661,COM,,661,planilla excel 2023
662,COM,,662,planilla excel 2023
663,COM,,663,planilla excel 2023
664,COM,,664,planilla excel 2023
665,COM,,665,planilla excel 2023
666,COM,,666,planilla excel 2023
667,COM,,667,planilla excel 2023
668,COM,,668,planilla excel 2023
669,COM,,669,planilla excel 2023
670,COM,,670,planilla excel 2023
671,COM,,671,planilla excel 2023
672,COM,,672,planilla excel 2023
673,COM,,673,planilla excel 2023
674,COM,,674,planilla excel 2023
675,COM,,675,planilla excel 2023
676,COM,,676,planilla excel 2023
677,COM,,677,planilla excel 2023
678,COM,,678,planilla excel 2023
679,COM,,679,planilla excel 2023
680,COM,,680,planilla excel 2023
681,COM,,681,planilla excel 2023
682,COM,,682,planilla excel 2023
683,COM,,683,planilla excel 2023
684,COM,,684,planilla excel 2023
685,COM,,685,planilla excel 2023
686,COM,,686,planilla excel 2023
687,COM,,687,planilla excel 2023
688,COM,,688,planilla excel 2023
689,COM,,689,planilla excel 2023
690,COM,,690,planilla excel 2023
691,COM,,691,planilla excel 2023
692,COM,,692,planilla excel 2023
693,COM,,693,planilla excel 2023
694,COM,,694,planilla excel 2023
695,COM,,695,planilla excel 2023
696,COM,,696,planilla excel 2023
697,COM,,697,planilla excel 2023
698,COM,,698,planilla excel 2023
699,COM,,699,planilla excel 2023
700,COM,,700,planilla excel 2023
701,COM,,701,planilla excel 2023
702,COM,,702,planilla excel 2023
703,COM,,703,planilla excel 2023
704,COM,,704,planilla excel 2023
705,COM,,705,planilla excel 2023
706,COM,,706,planilla excel 2023
707,COM,,707,planilla excel 2023
708,COM,,708,planilla excel 2023
709,COM,,709,planilla excel 2023
710,COM,,710,planilla excel 2023
711,COM,,711,planilla excel 2023
712,COM,,712,planilla excel 2023
713,COM,,713,planilla excel 2023
714,COM,,714,planilla excel 2023
715,COM,,715,planilla excel 2023
716,COM,,716,planilla excel 2023
717,COM,,717,planilla excel 2023
718,COM,,718,planilla excel 2023
719,COM,,719,planilla excel 2023
720,COM,,720,planilla excel 2023
721,COM,,721,planilla excel 2023
722,COM,,722,planilla excel 2023
723,COM,,723,planilla excel 2023
724,COM,,724,planilla excel 2023
725,COM,,725,planilla excel 2023
726,COM,,726,planilla excel 2023
727,COM,,727,planilla excel 2023
728,COM,,728,planilla excel 2023
729,COM,,729,planilla excel 2023
730,COM,,730,planilla excel 2023
731,COM,,731,planilla excel 2023
732,COM,,732,planilla excel 2023
733,COM,,733,planilla excel 2023
734,COM,,734,planilla excel 2023
735,COM,,735,planilla excel 2023
736,COM,,736,planilla excel 2023
737,COM,,737,planilla excel 2023
738,COM,,738,planilla excel 2023
739,COM,,739,planilla excel 2023
740,COM,,740,planilla excel 2023
741,COM,,741,planilla excel 2023
742,COM,,742,planilla excel 2023
743,COM,,743,planilla excel 2023
744,COM,,744,planilla excel 2023
745,COM,,745,planilla excel 2023
746,COM,,746,planilla excel 2023
747,COM,,747,planilla excel 2023
748,COM,,748,planilla excel 2023
749,COM,,749,planilla excel 2023
750,COM,,750,planilla excel 2023
